date,price
2021-06-04,124000
2021-06-07,126000
2021-06-08,128500
2021-06-09,129000
2021-06-10,133500
2021-06-11,135500
2021-06-14,142500
2021-06-15,144500
2021-06-16,143000
2021-06-17,148000
2021-06-18,155000
2021-06-21,155000
2021-06-22,159000
2021-06-23,169500
2021-06-24,157000
2021-06-25,154500
2021-06-28,155000
2021-06-29,158000
2021-06-30,163000
2021-07-01,160000
2021-07-02,159500
2021-07-05,157000
2021-07-06,157500
2021-07-07,161000
2021-07-08,163000
2021-07-09,160500
2021-07-12,162000
2021-07-13,161000
2021-07-14,162000
2021-07-15,159500
2021-07-16,157000
2021-07-19,154000
2021-07-20,152000
2021-07-21,145000
2021-07-22,147500
2021-07-23,149500
2021-07-26,147500
2021-07-27,148000
2021-07-28,148000
2021-07-29,148500
2021-07-30,147000
2021-08-02,146000
2021-08-03,144000
2021-08-04,149500
2021-08-05,149000
2021-08-06,145500
2021-08-09,148000
2021-08-10,146500
2021-08-11,144000
2021-08-12,147500
2021-08-13,146000
2021-08-17,142000
2021-08-18,145500
2021-08-19,146500
2021-08-20,144000
2021-08-23,148500
2021-08-24,149000
2021-08-25,151000
2021-08-26,149500
2021-08-27,150000
2021-08-30,151500
2021-08-31,155000
2021-09-01,154000
2021-09-02,155000
2021-09-03,156500
2021-09-06,155500
2021-09-07,154000
2021-09-08,138500
2021-09-09,128500
2021-09-10,130000
2021-09-13,124500
2021-09-14,124000
2021-09-15,122500
2021-09-16,121500
2021-09-17,119500
2021-09-23,115000
2021-09-24,119500
2021-09-27,120000
2021-09-28,117500
2021-09-29,116500
2021-09-30,118000
2021-10-01,116500
2021-10-05,111000
2021-10-06,113000
2021-10-07,119500
2021-10-08,117500
2021-10-12,113500
2021-10-13,117000
2021-10-14,121500
2021-10-15,122000
2021-10-18,121500
2021-10-19,127500
2021-10-20,128000
2021-10-21,128000
2021-10-22,127500
2021-10-25,126000
2021-10-26,127500
2021-10-27,128500
2021-10-28,125500
2021-10-29,125500
2021-11-01,125500
2021-11-02,128000
2021-11-03,124500
2021-11-04,130000
2021-11-05,128500
2021-11-08,125000
2021-11-09,125500
2021-11-10,124000
2021-11-11,125500
2021-11-12,127000
2021-11-15,129000
2021-11-16,127500
2021-11-17,125000
2021-11-18,124500
2021-11-19,127000
2021-11-22,128500
2021-11-23,124500
2021-11-24,124500
2021-11-25,128000
2021-11-26,125500
2021-11-29,123000
2021-11-30,122000
2021-12-01,122500
2021-12-02,122500
2021-12-03,123500
2021-12-06,121000
2021-12-07,120500
2021-12-08,121000
2021-12-09,122500
2021-12-10,122500
2021-12-13,120000
2021-12-14,118500
2021-12-15,118500
2021-12-16,119500
2021-12-17,117500
2021-12-20,113000
2021-12-21,114500
2021-12-22,114500
2021-12-23,113000
2021-12-24,114500
2021-12-27,113000
2021-12-28,113500
2021-12-29,114000
2021-12-30,112500
2022-01-03,114500
2022-01-04,111500
2022-01-05,105500
2022-01-06,100000
2022-01-07,100000
2022-01-10,96800
